Credit	Reference	doi	Class	Subclass	Superorder	Order	Suborder	Family	Genus	Species	Species_binomial	Group	Diet_full	Functional_group	Habitat	Mass_dry_full	Mass_log10	C_mean	N_mean	P_mean	CN_ratio	CP_ratio	NP_ratio	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Staff
Robbins_2012	NA	NA	Mammalia	Theria	NA	Artiodactyla	Ruminantia	Cervidae	Odocoileus	virginianus	Odocoileus virginianus	Mammal	H	Mammal H	Terrestrial	20172.607966	4.30476204853628	NA	NA	2.26	NA	NA	NA	NA	NA	NA	JS
Robbins_2012	NA	NA	Mammalia	Theria	NA	Eulipotyphla	NA	Soricidae	Blarina	brevicauda	Blarina brevicauda	Mammal	C	Mammal C	Terrestrial	2.881801138	0.459664008522024	NA	NA	1.72	NA	NA	NA	Field	Whole body	No	JS
Robbins_2012	NA	NA	Mammalia	Theria	NA	Rodentia	Myomorpha	Cricetidae	Peromyscus	gossypinus	Peromyscus gossypinus	Mammal	O	Mammal O	Terrestrial	8.645403414	0.936785263241686	NA	NA	1.67	NA	NA	NA	Field	Whole body	No	JS
Robbins_2012	NA	NA	Mammalia	Theria	NA	Rodentia	Myomorpha	Cricetidae	Ochrotomys	nuttalli	Ochrotomys nuttalli	Mammal	H	Mammal G	Terrestrial	6.6281426174	0.821391844539617	NA	NA	1.92	NA	NA	NA	Field	Whole body	No	JS
Robbins_2012	NA	NA	Mammalia	Theria	NA	Rodentia	Myomorpha	Cricetidae	Peromyscus	polionotus	Peromyscus polionotus	Mammal	H	Mammal G	Terrestrial	3.86161352492	0.586768806886832	NA	NA	1.8515	NA	NA	NA	NA	NA	NA	JS
Robbins_2012	NA	NA	Mammalia	Theria	NA	Rodentia	Sciuromorpha	Sciuridae	Sciurus	niger	Sciurus niger	Mammal	O	Mammal O	Terrestrial	273.77110811	2.43738761381087	NA	NA	1.8	NA	NA	NA	NA	NA	NA	JS
Arbaciauskas_2013	NA	10.1111/fwb.12108	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Limnomysis	benedeni	Limnomysis benedeni	Invert	D	Invert D	Marine	0.000934596089552	-3.02937604044154	44.5	11.6	1.26	4.46	91.8	20.7	Field	Whole body or part	No	JS
Arbaciauskas_2013	NA	10.1111/fwb.12108	Malacostraca	Eumalacostraca	NA	Mysida	NA	Mysidae	Paramysis	lacustris	Paramysis lacustris	Invert	C	Invert C	Marine	0.000934596089552	-3.02937604044154	45.1	12.4	1.27	4.25	92.9	21.9	Field	Whole body or part	No	JS
Arbaciauskas_2013	NA	10.1111/fwb.12108	Malacostraca	Eumalacostraca	NA	Amphipoda	Senticaudata	Pontogammaridae	Pontogammarus	robustoides	Pontogammarus robustoides	Invert	O	Invert O	Marine	0.014594515833333	-1.83581030796611	36.1	7.76	0.88	5.46	108.1	20	Field	Whole body or part	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Hemiptera	Heteroptera	Naucoridae	Ambrysus	circumcinctus	Ambrysus circumcinctus	Invert	C	Invert C	Freshwater	0.00758	-2.12033079436795	50	11.6	NA	5.02873563218391	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Hemiptera	Heteroptera	Veliidae	Rhagovelia	choreutes	Rhagovelia choreutes	Invert	C	Invert C	Freshwater	0.000184	-3.73518217699046	51.1	11.5	NA	5.18405797101449	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Diptera	Brachycera	Tabanidae	Tabanus	NA	Tabanus	Invert	C	Invert C	Freshwater	0.0014575	-2.83639143656895	47.9	11.3	NA	4.94542772861357	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Trichoptera	Annulipalpia	Philopotamidae	Chimarra	NA	Chimarra	Invert	C	Invert C	Freshwater	0.0002705	-3.56783273055741	50	11	NA	5.3030303030303	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Coleoptera	Polyphaga	Elmidae	Stenelmis	NA	Stenelmis	Invert	C	Invert C	Freshwater	0.0003905	-3.40837896178668	54	11	NA	5.72727272727273	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Leptophlebiidae	Neochoroterpes	nanita	Neochoroterpes nanita	Invert	C	Invert C	Freshwater	0.0017215	-2.76409297295931	47.4	10.5	NA	5.26666666666667	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Ephemeroptera	Pisciforma	Baetidae	Baetodes	inermis	Baetodes inermis	Invert	C	Invert C	Freshwater	0.00085	-3.07058107428571	56.2	10.2	NA	6.4281045751634	NA	NA	Field	Whole body	No	JS
Back_2013	NA	10.1899/12-181.1	Insecta	Pterygota	NA	Coleoptera	Polyphaga	Psephenidae	Psephenus	texanus	Psephenus texanus	Invert	H	Invert H	Freshwater	0.00272	-2.5654310959658	52.8	9.6	NA	6.41666666666667	NA	NA	Field	Whole body	No	JS
Bertram_2008	NA	10.1673/031.008.2601	Insecta	Pterygota	NA	Orthoptera	Ensifera	Gryllidae	Gryllus	texensis	Gryllus texensis	Invert	O	Invert O	Terrestrial	0.13	-0.886056647693163	53.17	10.37	0.74	6.1	182.74	30.13	Field	Multiple bodies	No	JS – BA
Bertram_2008	NA	10.1673/031.008.2601	NA	NA	NA	NA	NA	NA	Sabinia	setosa	Sabinia setosa	Invert	H	Invert H	Terrestrial	0.000125	-3.90308998699194	NA	NA	0.5	NA	NA	NA	Field	Multiple bodies	No	BA
Bertram_2008	NA	10.1673/031.008.2601	NA	NA	NA	NA	NA	NA	Sabinia	setosa	Sabinia setosa	Invert	H	Invert H	Terrestrial	0.000125	-3.90308998699194	NA	NA	0.47	NA	NA	NA	Field	Multiple bodies	No	BA
Bertram_2008	NA	10.1673/031.008.2601	NA	NA	NA	NA	NA	NA	Sabinia	setosa	Sabinia setosa	Invert	H	Invert H	Terrestrial	0.000125	-3.90308998699194	NA	NA	0.67	NA	NA	NA	Field	Multiple bodies	No	BA
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	1E-05	-5	48.2	11.7	0.93	4.80626780626781	133.888888888889	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	1E-05	-5	47	11.7	0.71	4.68660968660969	171.009389671362	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	7.1E-05	-4.14874165128092	48.9	12	0.81	4.75416666666667	155.956790123457	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	7.1E-05	-4.14874165128092	47.2	10.4	0.59	5.2948717948718	206.666666666667	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	0.000289	-3.53910215724345	51.4	12	0.83	4.99722222222222	159.979919678715	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	0.000289	-3.53910215724345	50.7	10.8	0.74	5.47685185185185	176.993243243243	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	0.000461	-3.33629907461035	53.1	11.5	0.89	5.38695652173913	154.129213483146	NA	Field	Whole body	No	JS
Back_2008	NA	10.1127/1863-9135/2008/0171-0233	Insecta	Pterygota	NA	Ephemeroptera	Furcatergalia	Caenidae	Caenis	NA	Caenis	Invert	D	Invert D	Freshwater	0.000461	-3.33629907461035	48.1	10.6	1.17	5.29402515723271	106.203703703704	NA	Field	Whole body	No	JS
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.007832502223747	-2.10609947314451	47.98449612	16.55542426	1.07226078	3.38148459746748	115.606157170246	34.187988689	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.009414963981311	-2.02618133711814	44.96124031	15.43846637	1.16373876	3.39766781837246	99.8075120961161	29.3753001857389	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.011349331015542	-1.94502973713352	45.65891473	14.82383407	1.04031744	3.59345184320847	113.380965839126	31.5521038784513	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.019117466159874	-1.71856966988981	47.05426357	13.369956	1.1125896	4.10597019291241	109.255782613469	26.6090052972284	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.02911053960028	-1.53594974429489	45.65891473	13.58981772	1.15505177	3.9197533719165	102.118536607498	26.0522861818645	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.029372756327613	-1.5320552975458	43.56589147	11.94307982	1.08909432	4.25575932958532	103.338358596175	24.2820024802118	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.040208859355234	-1.39567824678652	43.48837209	12.24620993	1.22304585	4.1430315497588	91.85670429757	22.1713745585446	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.045366562696248	-1.34326412482487	45.27131783	11.74230044	1.21873933	4.49797190403121	95.9605562907166	21.3341831247799	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.099293725931209	-1.00307819238618	45.50387597	11.41631678	1.26294231	4.65017363405106	93.077631701469	20.0159475809472	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.104947664750674	-0.979027220704065	44.65116279	11.30265242	1.17991808	4.60892021807845	97.7600387869742	21.2110503461335	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.12315432679865	-0.909550325426436	43.95348837	11.29631678	1.09677438	4.53945040295029	103.527684455983	22.8062155693337	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.161096515394737	-0.79291385350508	42.40310078	9.46923947	1.07303447	5.22431441129452	102.0855771463	19.5404734687484	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.226901867706245	-0.644161929275145	44.34108527	12.29289755	1.0575549	4.2082239720035	108.313813132523	25.7386046591422	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.269756875776028	-0.569027476863657	45.65891473	11.55215588	1.20610991	4.61115088977248	97.7955619079448	21.2084931171639	Laboratory-reared	Whole body	No	BA
Boswell_2008	NA	10.1665/1082-6467-17.2.307	Insecta	Pterygota	NA	Orthoptera	Caelifera	Acrididae	Schistocerca	americana	Schistocerca americana	Invert	H	Invert H	Terrestrial	0.378940122447647	-0.421429408884158	44.96124031	11.09531113	1.13280237	4.72765294910877	102.533216937213	21.6879745702447	Laboratory-reared	Whole body	No	BA
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	2.7E-07	-6.56863623584101	NA	0.71	NA	NA	NA	NA	Field	Multiple bodies	No	BA
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	3.9E-07	-6.4089353929735	NA	0.73	0.75	NA	NA	2.23	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	5.9E-07	-6.22914798835786	NA	0.92	0.96	NA	NA	2.4	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	8.7E-07	-6.06048074738138	NA	1.34	0.95	NA	NA	3.22	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	1.3E-06	-5.88605664769316	NA	3.28	1.19	NA	NA	5.01	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	1.29E-06	-5.88941028970075	NA	4.37	0.95	NA	NA	8.18	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	1.81E-06	-5.74232142513082	NA	5.84	1.11	NA	NA	11.15	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	2.7E-06	-5.56863623584101	NA	5.57	0.81	NA	NA	15.21	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	3.91E-06	-5.40782324260413	NA	5.54	0.73	NA	NA	16.42	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	4.6E-06	-5.33724216831843	NA	5.3	0.63	NA	NA	17.57	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	2.3E-05	-4.63827216398241	NA	4.4	1.14	NA	NA	9.44	Field	Multiple bodies	No	BA
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	1.407E-05	-4.85170590256525	NA	5.22	0.51	NA	NA	24.76	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	2.607E-05	-4.58385896883167	NA	5.27	0.43	NA	NA	26.16	Field	Multiple bodies	No	JS
Carrillo_2002	NA	10.1093/plankt/23.5.538	Hexanauplia	Copepoda	NA	Calanoida	NA	Diaptomidae	Mixodiaptomus	laciniatus	Mixodiaptomus laciniatus	Invert	H	Invert H	Freshwater	2.698E-05	-4.56895805466411	NA	5.54	0.69	NA	NA	20.87	Field	Multiple bodies	No	BA
Clarke_2008	NA	10.3354/meps07670	Pilidiophora	NA	NA	Heteronemertea	NA	Cerebratulidae	Parborlasia	corrugatus	Parborlasia corrugatus	Invert	C	Invert C	Marine	1.424	0.153509989300838	48.7	13.6	1.21	4.17769607843137	103.973829201102	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Pilidiophora	NA	NA	Heteronemertea	NA	Cerebratulidae	Parborlasia	corrugatus	Parborlasia corrugatus	Invert	C	Invert C	Marine	1.424	0.153509989300838	48.8	13.5	1.12	4.21728395061728	112.559523809524	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Gastropoda	Patellogastropoda	NA	NA	NA	Nacellidae	Nacella	concinna	Nacella concinna	Invert	H	Invert H	Marine	0.46746511627907	-0.330250792005918	48.8	10.6	1.03	5.37106918238994	122.394822006472	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Gastropoda	Patellogastropoda	NA	NA	NA	Nacellidae	Nacella	concinna	Nacella concinna	Invert	H	Invert H	Marine	0.46746511627907	-0.330250792005918	49.5	12.6	0.34	4.58333333333333	376.102941176471	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Gastropoda	Patellogastropoda	NA	NA	NA	Nacellidae	Nacella	concinna	Nacella concinna	Invert	H	Invert H	Marine	0.46746511627907	-0.330250792005918	49.4	12.6	0.07	4.57407407407407	1823.09523809524	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Polychaeta	Palpata	NA	Terebellida	NA	Flabelligeridae	Flabelligera	mundata	Flabelligera mundata	Invert	D	Invert D	Marine	NA	NA	51.1	11.3	0.95	5.27581120943953	138.956140350877	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Polychaeta	Scolecida	NA	Canalipalpata	NA	Terebellidae	Thelepus	cincinnatus	Thelepus cincinnatus	Invert	C	Invert C	Marine	NA	NA	52.1	10.9	1.03	5.57645259938838	130.671521035599	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Polychaeta	Scolecida	NA	Canalipalpata	NA	Terebellidae	Thelepus	cincinnatus	Thelepus cincinnatus	Invert	C	Invert C	Marine	NA	NA	53.1	11.2	1.01	5.53125	135.816831683168	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Asteroidea	NA	NA	Valvatida	NA	Odontasteridae	Odontaster	validus	Odontaster validus	Invert	O	Invert O	Marine	1.71	0.232996110392154	49.5	12.6	0.77	4.58333333333333	166.071428571429	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Asteroidea	NA	NA	Valvatida	NA	Odontasteridae	Odontaster	validus	Odontaster validus	Invert	O	Invert O	Marine	1.71	0.232996110392154	50.7	11.5	0.74	5.14347826086957	176.993243243243	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Holothuroidea	Dendrochirotacea	NA	Dendrochirotida	NA	Cucumariidae	Heterocucumis	steineni	Heterocucumis steineni	Invert	C	Invert C	Marine	NA	NA	55.5	9.8	0.81	6.60714285714286	177.006172839506	NA	Field	Body part	No	JS
Clarke_2008	NA	10.3354/meps07670	Holothuroidea	Dendrochirotacea	NA	Dendrochirotida	NA	Cucumariidae	Heterocucumis	steineni	Heterocucumis steineni	Invert	C	Invert C	Marine	NA	NA	59.5	10.4	0.68	6.67467948717949	226.041666666667	NA	Field	Body part	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Atheriniformes	NA	Atherinidae	Atherina	presbyter	Atherina presbyter	Fish	C	Fish C	Marine	3.03	0.481442628502305	45.5	11	2.3	4.82575757575758	51.1050724637681	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Clupeiformes	Clupeoidei	Engraulidae	Engraulis	encrasicolus	Engraulis encrasicolus	Fish	C	Fish C	Marine	7.5	0.8750612633917	46	12.3	2	4.36314363143632	59.4166666666667	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Clupeiformes	Clupeoidei	Clupeidae	Sprattus	sprattus	Sprattus sprattus	Fish	C	Fish C	Marine	3	0.477121254719662	45.5	12.7	2.5	4.17979002624672	47.0166666666667	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Clupeiformes	Clupeoidei	Clupeidae	Sardina	pilchardus	Sardina pilchardus	Fish	C	Fish C	Marine	17	1.23044892137827	46.3	12.1	2	4.46418732782369	59.8041666666667	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Myctophiformes	NA	Myctophidae	Benthosema	glaciale	Benthosema glaciale	Fish	C	Fish C	Marine	1.5	0.176091259055681	47.5	9.8	2	5.6547619047619	61.3541666666667	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Argentiniformes	NA	Argentinidae	Argentina	sphyraena	Argentina sphyraena	Fish	C	Fish C	Marine	10	1	42.3	12.2	2.2	4.04508196721311	49.6704545454545	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Gadiformes	Gadoidei	Gadidae	Gadiculus	argenteus	Gadiculus argenteus	Fish	C	Fish C	Marine	7.5	0.8750612633917	42.4	11.6	2.3	4.26436781609196	47.6231884057971	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Gadiformes	Gadoidei	Merlucciidae	Merluccius	merluccius	Merluccius merluccius	Fish	C	Fish C	Marine	30	1.47712125471966	42.9	13.4	2.9	3.73507462686567	38.2155172413793	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Spariformes	NA	Sparidae	Spondyliosoma	cantharus	Spondyliosoma cantharus	Fish	O	Fish O	Marine	10	1	42	10.5	2.9	4.66666666666667	37.4137931034483	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Carangiformes	NA	Carangidae	Trachurus	trachurus	Trachurus trachurus	Fish	C	Fish C	Marine	10	1	42.8	11.5	2.4	4.34202898550725	46.0694444444444	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Caproiformes	NA	Caproidae	Capros	aper	Capros aper	Fish	O	Fish O	Marine	34.5	1.53781909507327	43.8	7.1	3.5	7.19718309859155	32.3285714285714	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Scombriformes	Pelagiaria	Scombridae	Scomber	japonicus	Scomber japonicus	Fish	C	Fish C	Marine	21.5	1.33243845991561	41.4	13	3.8	3.71538461538462	28.1447368421053	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Scombriformes	Pelagiaria	Scombridae	Scomber	scombrus	Scomber scombrus	Fish	C	Fish C	Marine	35	1.54406804435028	16.8	11.7	2	1.67521367521368	21.7	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Stomiiformes	NA	Sternoptychidae	Argyropelecus	olfersii	Argyropelecus olfersii	Fish	C	Fish C	Marine	5	0.698970004336019	38.8	11	3.6	4.11515151515152	27.8425925925926	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	NA	NA	NA	NA	NA	NA	Liza	aurata	Liza aurata	Fish	O	Fish O	Marine	1.5	0.176091259055681	41.9	10.6	3.4	4.61163522012579	31.8357843137255	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Centrarchiformes	NA	Terapontidae	Bidyanus	bidyanus	Bidyanus bidyanus	Fish	O	Fish O	Freshwater	9.15	0.961421094066448	NA	7.6	1.9	NA	NA	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Cypriniformes	Cyprinoidei	Cyprinidae	Cirrhinus	mrigala	Cirrhinus mrigala	Fish	O	Fish O	Freshwater	12.5190765562914	1.09757229522443	48.6	8.7	1.9	6.51724137931035	66.0789473684211	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	NA	NA	NA	NA	NA	NA	Pelteobagrus	fulvidraco	Pelteobagrus fulvidraco	Fish	C	Fish C	Freshwater	42.3	1.62634036737504	NA	8.7	0.8	NA	NA	NA	Field	Whole body (gutted)	No	JS
Czamanski_2011	NA	10.1007/s00227-011-1783-7	Actinopteri	Neopterygii	NA	Gonorynchiformes	Chanoidei	Chanidae	Chanos	chanos	Chanos chanos	Fish	H	Fish H	Marine	0.00177	-2.75202673363819	46.2	9.6	2	5.61458333333334	59.675	NA	Field	Whole body (gutted)	No	JS
